Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU
3.648,6,Jul,2023,06/07/2023,4,5.88,383.07,"1,949.20",108.71,562.71,74328.13768,1,5.50%
3.643,7,Jul,2023,07/07/2023,5,5.88,383.07,"1,949.20",108.71,562.71,74665.69103,1,5.50%
3.643,10,Jul,2023,10/07/2023,1,5.88,383.07,"1,949.20",108.71,562.71,74608.33974,1,5.50%
3.638,11,Jul,2023,11/07/2023,2,5.88,383.07,"1,949.20",108.71,562.71,74796.51423,1,5.50%
3.599,12,Jul,2023,12/07/2023,3,5.88,383.07,"1,949.20",108.71,562.71,75160.27729,1,5.50%
3.573,13,Jul,2023,13/07/2023,4,5.88,383.07,"1,949.20",108.71,562.71,75275.29468,1,5.50%
3.567,14,Jul,2023,14/07/2023,5,5.88,383.07,"1,949.20",108.71,562.71,74914.51771,1,5.50%
3.57,17,Jul,2023,17/07/2023,1,5.88,383.07,"1,949.20",108.71,562.71,74696.69488,1,5.50%
3.557,18,Jul,2023,18/07/2023,2,5.88,383.07,"1,949.20",108.71,562.71,74796.95042,1,5.50%
3.589,19,Jul,2023,19/07/2023,3,5.88,383.07,"1,949.20",108.71,562.71,74743.17619,1,5.50%
3.592,20,Jul,2023,20/07/2023,4,5.88,383.07,"1,949.20",108.71,562.71,74590.33603,1,5.50%
3.591,21,Jul,2023,21/07/2023,5,5.88,383.07,"1,949.20",108.71,562.71,74635.35906,1,5.50%
3.588,24,Jul,2023,24/07/2023,1,5.88,383.07,"1,949.20",108.71,562.71,74284.34697,1,5.50%
3.604,25,Jul,2023,25/07/2023,2,5.88,383.07,"1,949.20",108.71,562.71,74142.86656,1,5.50%
3.602,26,Jul,2023,26/07/2023,3,5.88,383.07,"1,949.20",108.71,562.71,74111.62151,1,5.50%
3.602,27,Jul,2023,27/07/2023,4,5.88,383.07,"1,949.20",108.71,562.71,74037.76736,1,5.50%
3.602,28,Jul,2023,28/07/2023,5,5.88,383.07,"1,949.20",108.71,562.71,74037.76736,1,5.50%
3.614,31,Jul,2023,31/07/2023,1,5.88,383.07,"1,949.20",108.71,562.71,73274.55685,1,5.50%
3.634,1,Ago,2023,01/08/2023,2,5.58,378.89,"1,918.17",108.86,572.16,74249.31311,1,5.50%
3.661,2,Ago,2023,02/08/2023,3,5.58,378.89,"1,918.17",108.86,572.16,74229.68373,1,5.50%
3.696,3,Ago,2023,03/08/2023,4,5.58,378.89,"1,918.17",108.86,572.16,74320.52837,1,5.50%
3.692,4,Ago,2023,04/08/2023,5,5.58,378.89,"1,918.17",108.86,572.16,74363.1975,1,5.50%
3.694,7,Ago,2023,07/08/2023,1,5.58,378.89,"1,918.17",108.86,572.16,74265.54275,1,5.50%
3.71,8,Ago,2023,08/08/2023,2,5.58,378.89,"1,918.17",108.86,572.16,74222.08648,1,5.50%
3.699,9,Ago,2023,09/08/2023,3,5.58,378.89,"1,918.17",108.86,572.16,74416.43509,1,5.50%
3.678,10,Ago,2023,10/08/2023,4,5.58,378.89,"1,918.17",108.86,572.16,74097.99858,1,5.50%
3.684,11,Ago,2023,11/08/2023,5,5.58,378.89,"1,918.17",108.86,572.16,74013.5092,1,5.50%
3.703,14,Ago,2023,14/08/2023,1,5.58,378.89,"1,918.17",108.86,572.16,74069.02756,1,5.50%
3.719,15,Ago,2023,15/08/2023,2,5.58,378.89,"1,918.17",108.86,572.16,73783.1077,1,5.50%
3.717,16,Ago,2023,16/08/2023,3,5.58,378.89,"1,918.17",108.86,572.16,73475.5825,1,5.50%
3.73,17,Ago,2023,17/08/2023,4,5.58,378.89,"1,918.17",108.86,572.16,73389.20626,1,5.50%
3.72,18,Ago,2023,18/08/2023,5,5.58,378.89,"1,918.17",108.86,572.16,73171,1,5.50%
3.722,21,Ago,2023,21/08/2023,1,5.58,378.89,"1,918.17",108.86,572.16,72996.36165,1,5.50%
3.729,22,Ago,2023,22/08/2023,2,5.58,378.89,"1,918.17",108.86,572.16,72957.16129,1,5.50%
3.716,23,Ago,2023,23/08/2023,3,5.58,378.89,"1,918.17",108.86,572.16,73025.23038,1,5.50%
3.701,24,Ago,2023,24/08/2023,4,5.58,378.89,"1,918.17",108.86,572.16,72615.72579,1,5.50%
3.699,25,Ago,2023,25/08/2023,5,5.58,378.89,"1,918.17",108.86,572.16,72689.6733,1,5.50%
3.699,28,Ago,2023,28/08/2023,1,5.58,378.89,"1,918.17",108.86,572.16,72754.88614,1,5.50%
3.696,29,Ago,2023,29/08/2023,2,5.58,378.89,"1,918.17",108.86,572.16,72721.30017,1,5.50%
3.696,30,Ago,2023,30/08/2023,3,5.58,378.89,"1,918.17",108.86,572.16,72721.30017,1,5.50%
3.699,31,Ago,2023,31/08/2023,4,5.58,378.89,"1,918.17",108.86,572.16,71852.70556,1,5.50%
3.695,1,Set,2023,01/09/2023,5,5.04,375.16,"1,919.15",112.86,572.16,72720.94825,1,5.50%
3.698,4,Set,2023,04/09/2023,1,5.04,375.16,"1,919.15",112.86,572.16,72724.33726,1,5.50%
3.709,5,Set,2023,05/09/2023,2,5.04,375.16,"1,919.15",112.86,572.16,72636.80139,1,5.50%
3.708,6,Set,2023,06/09/2023,3,5.04,375.16,"1,919.15",112.86,572.16,72575.49106,1,5.50%
3.713,7,Set,2023,07/09/2023,4,5.04,375.16,"1,919.15",112.86,572.16,72575.66216,1,5.50%
3.716,8,Set,2023,08/09/2023,5,5.04,375.16,"1,919.15",112.86,572.16,72554.23753,1,5.50%
3.704,11,Set,2023,11/09/2023,1,5.04,375.16,"1,919.15",112.86,572.16,72481.83785,1,5.50%
3.708,12,Set,2023,12/09/2023,2,5.04,375.16,"1,919.15",112.86,572.16,72709.24568,1,5.50%
3.706,13,Set,2023,13/09/2023,3,5.04,375.16,"1,919.15",112.86,572.16,72498.99754,1,5.50%
3.712,14,Set,2023,14/09/2023,4,5.04,375.16,"1,919.15",112.86,572.16,72575.25863,1,5.50%
3.722,15,Set,2023,15/09/2023,5,5.04,375.16,"1,919.15",112.86,572.16,72593.99516,1,5.50%
3.714,18,Set,2023,18/09/2023,1,5.04,375.16,"1,919.15",112.86,572.16,72688.22794,1,5.50%
3.717,19,Set,2023,19/09/2023,2,5.04,375.16,"1,919.15",112.86,572.16,72823.33264,1,5.50%
3.718,20,Set,2023,20/09/2023,3,5.04,375.16,"1,919.15",112.86,572.16,72666.27228,1,5.50%
3.744,21,Set,2023,21/09/2023,4,5.04,375.16,"1,919.15",112.86,572.16,72747.90324,1,5.50%
3.748,22,Set,2023,22/09/2023,5,5.04,375.16,"1,919.15",112.86,572.16,72426.90167,1,5.50%
3.773,25,Set,2023,25/09/2023,1,5.04,375.16,"1,919.15",112.86,572.16,71915.20949,1,5.50%
3.787,26,Set,2023,26/09/2023,2,5.04,375.16,"1,919.15",112.86,572.16,71706.81984,1,5.50%
3.799,27,Set,2023,27/09/2023,3,5.04,375.16,"1,919.15",112.86,572.16,71726.40087,1,5.50%
3.806,28,Set,2023,28/09/2023,4,5.04,375.16,"1,919.15",112.86,572.16,71492.82173,1,5.50%
3.797,29,Set,2023,29/09/2023,5,5.04,375.16,"1,919.15",112.86,572.16,71233.70889,1,5.50%
3.807,2,Oct,2023,02/10/2023,1,4.34,360.14,"1,916.59",111.09,580.51,71032.33238,0,5.50%
3.812,3,Oct,2023,03/10/2023,2,4.34,360.14,"1,916.59",111.09,580.51,71362.15052,0,5.50%
3.818,4,Oct,2023,04/10/2023,3,4.34,360.14,"1,916.59",111.09,580.51,71436.59606,0,5.50%
3.826,5,Oct,2023,05/10/2023,4,4.34,360.14,"1,916.59",111.09,580.51,71605.50755,0,5.50%
3.828,6,Oct,2023,06/10/2023,5,4.34,360.14,"1,916.59",111.09,580.51,71645.46999,0,5.50%
3.837,9,Oct,2023,09/10/2023,1,4.34,360.14,"1,916.59",111.09,580.51,71692.36859,0,5.50%
3.828,10,Oct,2023,10/10/2023,2,4.34,360.14,"1,916.59",111.09,580.51,71602.19842,0,5.50%
3.826,11,Oct,2023,11/10/2023,3,4.34,360.14,"1,916.59",111.09,580.51,71647.40073,0,5.50%
3.841,12,Oct,2023,12/10/2023,4,4.34,360.14,"1,916.59",111.09,580.51,71828.75104,0,5.50%
3.85,13,Oct,2023,13/10/2023,5,4.34,360.14,"1,916.59",111.09,580.51,72171.73673,0,5.50%
3.859,16,Oct,2023,16/10/2023,1,4.34,360.14,"1,916.59",111.09,580.51,71815.41903,0,5.50%
3.861,17,Oct,2023,17/10/2023,2,4.34,360.14,"1,916.59",111.09,580.51,71508.6599,0,5.50%
3.872,18,Oct,2023,18/10/2023,3,4.34,360.14,"1,916.59",111.09,580.51,71516.86208,0,5.50%
3.873,19,Oct,2023,19/10/2023,4,4.34,360.14,"1,916.59",111.09,580.51,71653.6663,0,5.50%
3.876,20,Oct,2023,20/10/2023,5,4.34,360.14,"1,916.59",111.09,580.51,71700.58885,0,5.50%
3.877,23,Oct,2023,23/10/2023,1,4.34,360.14,"1,916.59",111.09,580.51,71895.25527,0,5.50%
3.87,24,Oct,2023,24/10/2023,2,4.34,360.14,"1,916.59",111.09,580.51,71686.83275,0,5.50%
3.871,25,Oct,2023,25/10/2023,3,4.34,360.14,"1,916.59",111.09,580.51,71677.21663,0,5.50%
3.872,26,Oct,2023,26/10/2023,4,4.34,360.14,"1,916.59",111.09,580.51,71720.32492,0,5.50%
3.863,27,Oct,2023,27/10/2023,5,4.34,360.14,"1,916.59",111.09,580.51,71595.46897,0,5.50%
3.851,30,Oct,2023,30/10/2023,1,4.34,360.14,"1,916.59",111.09,580.51,71609.61697,0,5.50%
3.842,31,Oct,2023,31/10/2023,2,4.34,360.14,"1,916.59",111.09,580.51,71147.78736,0,5.50%
3.842,1,Nov,2023,01/11/2023,3,3.64,370.91,"1,985.71",115.35,580.26,71147.78736,0,5.50%
3.807,2,Nov,2023,02/11/2023,4,3.64,370.91,"1,985.71",115.35,580.26,71595.31972,0,5.50%
3.759,3,Nov,2023,03/11/2023,5,3.64,370.91,"1,985.71",115.35,580.26,72025.97794,0,5.50%
3.765,6,Nov,2023,06/11/2023,1,3.64,370.91,"1,985.71",115.35,580.26,72197.23002,0,5.50%
3.775,7,Nov,2023,07/11/2023,2,3.64,370.91,"1,985.71",115.35,580.26,72373.16988,0,5.50%
3.797,8,Nov,2023,08/11/2023,3,3.64,370.91,"1,985.71",115.35,580.26,74047.77634,0,5.50%
3.797,9,Nov,2023,09/11/2023,4,3.64,370.91,"1,985.71",115.35,580.26,74083.01946,0,5.50%
3.813,10,Nov,2023,10/11/2023,5,3.64,370.91,"1,985.71",115.35,580.26,74005.20979,0,5.50%
3.813,13,Nov,2023,13/11/2023,1,3.64,370.91,"1,985.71",115.35,580.26,73841.27899,0,5.50%
3.777,14,Nov,2023,14/11/2023,2,3.64,370.91,"1,985.71",115.35,580.26,72473.97317,0,5.50%
3.775,15,Nov,2023,15/11/2023,3,3.64,370.91,"1,985.71",115.35,580.26,72253.5967,0,5.50%
3.772,16,Nov,2023,16/11/2023,4,3.64,370.91,"1,985.71",115.35,580.26,72405.867,0,5.50%
3.775,17,Nov,2023,17/11/2023,5,3.64,370.91,"1,985.71",115.35,580.26,72243.74572,0,5.50%
3.749,20,Nov,2023,20/11/2023,1,3.64,370.91,"1,985.71",115.35,580.26,72019.13407,0,5.50%
3.745,21,Nov,2023,21/11/2023,2,3.64,370.91,"1,985.71",115.35,580.26,72067.44424,0,5.50%
3.746,22,Nov,2023,22/11/2023,3,3.64,370.91,"1,985.71",115.35,580.26,73843.23098,0,5.50%
3.741,23,Nov,2023,23/11/2023,4,3.64,370.91,"1,985.71",115.35,580.26,73853.98006,0,5.50%
3.739,24,Nov,2023,24/11/2023,5,3.64,370.91,"1,985.71",115.35,580.26,73989.02424,0,5.50%
3.729,27,Nov,2023,27/11/2023,1,3.64,370.91,"1,985.71",115.35,580.26,72621.60452,0,5.50%
3.732,28,Nov,2023,28/11/2023,2,3.64,370.91,"1,985.71",115.35,580.26,72876.70555,0,5.50%
3.737,29,Nov,2023,29/11/2023,3,3.64,370.91,"1,985.71",115.35,580.26,72905.19136,0,5.50%
3.739,30,Nov,2023,30/11/2023,4,3.64,370.91,"1,985.71",115.35,580.26,71751.29792,0,5.50%
3.737,1,Dic,2023,01/12/2023,5,3.24,381.2,"2,035.71",113.8,624.33,72869.84752,0,5.50%
3.744,4,Dic,2023,04/12/2023,1,3.24,381.2,"2,035.71",113.8,624.33,73018.58904,0,5.50%
3.755,5,Dic,2023,05/12/2023,2,3.24,381.2,"2,035.71",113.8,624.33,73005.33316,0,5.50%
3.757,6,Dic,2023,06/12/2023,3,3.24,381.2,"2,035.71",113.8,624.33,73035.0577,0,5.50%
3.757,7,Dic,2023,07/12/2023,4,3.24,381.2,"2,035.71",113.8,624.33,73015.74579,0,5.50%
3.757,8,Dic,2023,08/12/2023,5,3.24,381.2,"2,035.71",113.8,624.33,73015.74579,0,5.50%
3.774,11,Dic,2023,11/12/2023,1,3.24,381.2,"2,035.71",113.8,624.33,73075.20574,0,5.50%
3.778,12,Dic,2023,12/12/2023,2,3.24,381.2,"2,035.71",113.8,624.33,73373.96284,0,5.50%
3.785,13,Dic,2023,13/12/2023,3,3.24,381.2,"2,035.71",113.8,624.33,73765.85875,0,5.50%
3.772,14,Dic,2023,14/12/2023,4,3.24,381.2,"2,035.71",113.8,624.33,73748.12303,0,5.50%
3.771,15,Dic,2023,15/12/2023,5,3.24,381.2,"2,035.71",113.8,624.33,73283.7771,0,5.50%
3.756,18,Dic,2023,18/12/2023,1,3.24,381.2,"2,035.71",113.8,624.33,72880.21955,0,5.50%
3.719,19,Dic,2023,19/12/2023,2,3.24,381.2,"2,035.71",113.8,624.33,73097.92224,0,5.50%
3.712,20,Dic,2023,20/12/2023,3,3.24,381.2,"2,035.71",113.8,624.33,73067.64991,0,5.50%
3.709,21,Dic,2023,21/12/2023,4,3.24,381.2,"2,035.71",113.8,624.33,73280.64432,0,5.50%
3.69,22,Dic,2023,22/12/2023,5,3.24,381.2,"2,035.71",113.8,624.33,73305.87325,0,5.50%
3.69,25,Dic,2023,25/12/2023,1,3.24,381.2,"2,035.71",113.8,624.33,73305.87325,0,5.50%
3.696,26,Dic,2023,26/12/2023,2,3.24,381.2,"2,035.71",113.8,624.33,73436.87312,0,5.50%
3.694,27,Dic,2023,27/12/2023,3,3.24,381.2,"2,035.71",113.8,624.33,73586.37643,0,5.50%
3.705,28,Dic,2023,28/12/2023,4,3.24,381.2,"2,035.71",113.8,624.33,73492.95903,0,5.50%
3.713,29,Dic,2023,29/12/2023,5,3.24,381.2,"2,035.71",113.8,624.33,71033.01046,0,5.50%
3.713,1,Ene,2024,01/01/2024,1,3.02,378.75,"2,033.53",114.61,536.15,71033.01046,0,5.50%
3.713,2,Ene,2024,02/01/2024,2,3.02,378.75,"2,033.53",114.61,536.15,71033.01046,0,5.50%
3.738,3,Ene,2024,03/01/2024,3,3.02,378.75,"2,033.53",114.61,536.15,73476.52287,0,5.50%
3.74,4,Ene,2024,04/01/2024,4,3.02,378.75,"2,033.53",114.61,536.15,73628.73021,0,5.50%
3.723,5,Ene,2024,05/01/2024,5,3.02,378.75,"2,033.53",114.61,536.15,73743.00484,0,5.50%
3.719,8,Ene,2024,08/01/2024,1,3.02,378.75,"2,033.53",114.61,536.15,74120.06367,0,5.50%
3.708,9,Ene,2024,09/01/2024,2,3.02,378.75,"2,033.53",114.61,536.15,74182.24348,0,5.50%
3.704,10,Ene,2024,10/01/2024,3,3.02,378.75,"2,033.53",114.61,536.15,74101.49685,0,5.50%
3.703,11,Ene,2024,11/01/2024,4,3.02,378.75,"2,033.53",114.61,536.15,74234.14723,0,5.50%
3.696,12,Ene,2024,12/01/2024,5,3.02,378.75,"2,033.53",114.61,536.15,74896.26353,0,5.50%
3.704,15,Ene,2024,15/01/2024,1,3.02,378.75,"2,033.53",114.61,536.15,74903.08326,0,5.50%
3.718,16,Ene,2024,16/01/2024,2,3.02,378.75,"2,033.53",114.61,536.15,75045.37021,0,5.50%
3.739,17,Ene,2024,17/01/2024,3,3.02,378.75,"2,033.53",114.61,536.15,74958.89195,0,5.50%
3.742,18,Ene,2024,18/01/2024,4,3.02,378.75,"2,033.53",114.61,536.15,74996.12432,0,5.50%
3.743,19,Ene,2024,19/01/2024,5,3.02,378.75,"2,033.53",114.61,536.15,74912.48599,0,5.50%
3.746,22,Ene,2024,22/01/2024,1,3.02,378.75,"2,033.53",114.61,536.15,75092.22332,0,5.50%
3.755,23,Ene,2024,23/01/2024,2,3.02,378.75,"2,033.53",114.61,536.15,74874.82576,0,5.50%
3.76,24,Ene,2024,24/01/2024,3,3.02,378.75,"2,033.53",114.61,536.15,74961.94136,0,5.50%
3.765,25,Ene,2024,25/01/2024,4,3.02,378.75,"2,033.53",114.61,536.15,74675.28161,0,5.50%
3.786,26,Ene,2024,26/01/2024,5,3.02,378.75,"2,033.53",114.61,536.15,74710.08273,0,5.50%
3.807,29,Ene,2024,29/01/2024,1,3.02,378.75,"2,033.53",114.61,536.15,74634.16027,0,5.50%
3.813,30,Ene,2024,30/01/2024,2,3.02,378.75,"2,033.53",114.61,536.15,74379.54148,0,5.50%
3.808,31,Ene,2024,31/01/2024,3,3.02,378.75,"2,033.53",114.61,536.15,73327.46533,0,5.50%
3.808,1,Feb,2024,01/02/2024,4,3.29,376.97,"2,025.79",107.25,536.46,74426.21554,1,5.50%
3.829,2,Feb,2024,02/02/2024,5,3.29,376.97,"2,025.79",107.25,536.46,74443.93514,1,5.50%
3.852,5,Feb,2024,05/02/2024,1,3.29,376.97,"2,025.79",107.25,536.46,74340.62094,1,5.50%
3.858,6,Feb,2024,06/02/2024,2,3.29,376.97,"2,025.79",107.25,536.46,74591.09791,1,5.50%
3.868,7,Feb,2024,07/02/2024,3,3.29,376.97,"2,025.79",107.25,536.46,74255.70833,1,5.50%
3.854,8,Feb,2024,08/02/2024,4,3.29,376.97,"2,025.79",107.25,536.46,74143.09213,1,5.50%
3.868,9,Feb,2024,09/02/2024,5,3.29,376.97,"2,025.79",107.25,536.46,74351.20169,1,5.50%
3.869,12,Feb,2024,12/02/2024,1,3.29,376.97,"2,025.79",107.25,536.46,74460.17831,1,5.50%
3.883,13,Feb,2024,13/02/2024,2,3.29,376.97,"2,025.79",107.25,536.46,74546.33378,1,5.50%
3.877,14,Feb,2024,14/02/2024,3,3.29,376.97,"2,025.79",107.25,536.46,74480.06561,1,5.50%
3.87,15,Feb,2024,15/02/2024,4,3.29,376.97,"2,025.79",107.25,536.46,74282.56421,1,5.50%
3.844,16,Feb,2024,16/02/2024,5,3.29,376.97,"2,025.79",107.25,536.46,74006.77659,1,5.50%
3.807,19,Feb,2024,19/02/2024,1,3.29,376.97,"2,025.79",107.25,536.46,74013.96054,1,5.50%
3.784,20,Feb,2024,20/02/2024,2,3.29,376.97,"2,025.79",107.25,536.46,73928.75924,1,5.50%
3.797,21,Feb,2024,21/02/2024,3,3.29,376.97,"2,025.79",107.25,536.46,73668.20148,1,5.50%
3.807,22,Feb,2024,22/02/2024,4,3.29,376.97,"2,025.79",107.25,536.46,74384.34255,1,5.50%
3.799,23,Feb,2024,23/02/2024,5,3.29,376.97,"2,025.79",107.25,536.46,74304.55214,1,5.50%
3.803,26,Feb,2024,26/02/2024,1,3.29,376.97,"2,025.79",107.25,536.46,74059.11807,1,5.50%
3.793,27,Feb,2024,27/02/2024,2,3.29,376.97,"2,025.79",107.25,536.46,74267.17557,1,5.50%
3.797,28,Feb,2024,28/02/2024,3,3.29,376.97,"2,025.79",107.25,536.46,74072.01318,1,5.50%
3.782,29,Feb,2024,29/02/2024,4,3.29,376.97,"2,025.79",107.25,536.46,73943.03284,1,5.50%
3.773,1,Mar,2024,01/03/2024,5,3.05,393.64,"2,166.78",111.54,550.59,74624.90397,1,5.25%
3.771,4,Mar,2024,04/03/2024,1,3.05,393.64,"2,166.78",111.54,550.59,74565.45722,1,5.25%
3.77,5,Mar,2024,05/03/2024,2,3.05,393.64,"2,166.78",111.54,550.59,74980.81962,1,5.25%
3.736,6,Mar,2024,06/03/2024,3,3.05,393.64,"2,166.78",111.54,550.59,75113.94865,1,5.25%
3.726,7,Mar,2024,07/03/2024,4,3.05,393.64,"2,166.78",111.54,550.59,75423.01109,1,5.25%
3.696,8,Mar,2024,08/03/2024,5,3.05,393.64,"2,166.78",111.54,550.59,75570.66816,1,5.25%
3.692,11,Mar,2024,11/03/2024,1,3.05,393.64,"2,166.78",111.54,550.59,75585.56736,1,5.25%
3.695,12,Mar,2024,12/03/2024,2,3.05,393.64,"2,166.78",111.54,550.59,75630.41062,1,5.25%
3.671,13,Mar,2024,13/03/2024,3,3.05,393.64,"2,166.78",111.54,550.59,75601.70834,1,5.25%
3.677,14,Mar,2024,14/03/2024,4,3.05,393.64,"2,166.78",111.54,550.59,76222.41285,1,5.25%
3.692,15,Mar,2024,15/03/2024,5,3.05,393.64,"2,166.78",111.54,550.59,76148.04575,1,5.25%
3.698,18,Mar,2024,18/03/2024,1,3.05,393.64,"2,166.78",111.54,550.59,75887.2659,1,5.25%
3.703,19,Mar,2024,19/03/2024,2,3.05,393.64,"2,166.78",111.54,550.59,75844.91097,1,5.25%
3.696,20,Mar,2024,20/03/2024,3,3.05,393.64,"2,166.78",111.54,550.59,76892.59135,1,5.25%
3.701,21,Mar,2024,21/03/2024,4,3.05,393.64,"2,166.78",111.54,550.59,76868.65606,1,5.25%
3.694,22,Mar,2024,22/03/2024,5,3.05,393.64,"2,166.78",111.54,550.59,76708.85593,1,5.25%
3.707,25,Mar,2024,25/03/2024,1,3.05,393.64,"2,166.78",111.54,550.59,76734.13218,1,5.25%
3.727,26,Mar,2024,26/03/2024,2,3.05,393.64,"2,166.78",111.54,550.59,76742.85207,1,5.25%
3.721,27,Mar,2024,27/03/2024,3,3.05,393.64,"2,166.78",111.54,550.59,73827.92839,1,5.25%
3.721,28,Mar,2024,28/03/2024,4,3.05,393.64,"2,166.78",111.54,550.59,73827.92839,1,5.25%
3.721,29,Mar,2024,29/03/2024,5,3.05,393.64,"2,166.78",111.54,550.59,73827.92839,1,5.25%
3.734,1,Abr,2024,01/04/2024,1,2.42,428.56,"2,334.16",123.15,582.24,74971.10825,1,5.25%
3.711,2,Abr,2024,02/04/2024,2,2.42,428.56,"2,334.16",123.15,582.24,76812.37183,1,5.25%
3.694,3,Abr,2024,03/04/2024,3,2.42,428.56,"2,334.16",123.15,582.24,76443.42646,1,5.25%
3.685,4,Abr,2024,04/04/2024,4,2.42,428.56,"2,334.16",123.15,582.24,76714.81875,1,5.25%
3.691,5,Abr,2024,05/04/2024,5,2.42,428.56,"2,334.16",123.15,582.24,76912.74164,1,5.25%
3.681,8,Abr,2024,08/04/2024,1,2.42,428.56,"2,334.16",123.15,582.24,76688.57915,1,5.25%
3.693,9,Abr,2024,09/04/2024,2,2.42,428.56,"2,334.16",123.15,582.24,76692.34065,1,5.25%
3.71,10,Abr,2024,10/04/2024,3,2.42,428.56,"2,334.16",123.15,582.24,76590.76841,1,5.25%
3.711,11,Abr,2024,11/04/2024,4,2.42,428.56,"2,334.16",123.15,582.24,76826.82359,1,5.25%
3.707,12,Abr,2024,12/04/2024,5,2.42,428.56,"2,334.16",123.15,582.24,76959.79141,1,5.25%
3.725,15,Abr,2024,15/04/2024,1,2.42,428.56,"2,334.16",123.15,582.24,76674.46186,1,5.25%
3.755,16,Abr,2024,16/04/2024,2,2.42,428.56,"2,334.16",123.15,582.24,76483.05633,1,5.25%
3.749,17,Abr,2024,17/04/2024,3,2.42,428.56,"2,334.16",123.15,582.24,76232.2869,1,5.25%
3.744,18,Abr,2024,18/04/2024,4,2.42,428.56,"2,334.16",123.15,582.24,76019.11146,1,5.25%
3.702,19,Abr,2024,19/04/2024,5,2.42,428.56,"2,334.16",123.15,582.24,76389.84264,1,5.25%
3.701,22,Abr,2024,22/04/2024,1,2.42,428.56,"2,334.16",123.15,582.24,76213.51718,1,5.25%
3.701,23,Abr,2024,23/04/2024,2,2.42,428.56,"2,334.16",123.15,582.24,76556.96238,1,5.25%
3.724,24,Abr,2024,24/04/2024,3,2.42,428.56,"2,334.16",123.15,582.24,75915.72551,1,5.25%
3.745,25,Abr,2024,25/04/2024,4,2.42,428.56,"2,334.16",123.15,582.24,76250.62584,1,5.25%
3.756,26,Abr,2024,26/04/2024,5,2.42,428.56,"2,334.16",123.15,582.24,75953.86278,1,5.25%
3.734,29,Abr,2024,29/04/2024,1,2.42,428.56,"2,334.16",123.15,582.24,75887.12404,1,5.25%
3.752,30,Abr,2024,30/04/2024,2,2.42,428.56,"2,334.16",123.15,582.24,74511.66989,1,5.25%
3.752,1,May,2024,01/05/2024,3,2,458.93,"2,349.48",134.05,599.24,74511.66989,0,5.25%
3.757,2,May,2024,02/05/2024,4,2,458.93,"2,349.48",134.05,599.24,75725.49908,0,5.25%
3.726,3,May,2024,03/05/2024,5,2,458.93,"2,349.48",134.05,599.24,76266.50589,0,5.25%
3.73,6,May,2024,06/05/2024,1,2,458.93,"2,349.48",134.05,599.24,76395.08595,0,5.25%
3.728,7,May,2024,07/05/2024,2,2,458.93,"2,349.48",134.05,599.24,76365.29894,0,5.25%
3.724,8,May,2024,08/05/2024,3,2,458.93,"2,349.48",134.05,599.24,76366.15055,0,5.25%
3.713,9,May,2024,09/05/2024,4,2,458.93,"2,349.48",134.05,599.24,75265.04667,0,5.25%
3.708,10,May,2024,10/05/2024,5,2,458.93,"2,349.48",134.05,599.24,75654.8135,0,5.25%
3.723,13,May,2024,13/05/2024,1,2,458.93,"2,349.48",134.05,599.24,75611.68557,0,5.25%
3.728,14,May,2024,14/05/2024,2,2,458.93,"2,349.48",134.05,599.24,75579.90624,0,5.25%
3.718,15,May,2024,15/05/2024,3,2,458.93,"2,349.48",134.05,599.24,75565.70331,0,5.25%
3.728,16,May,2024,16/05/2024,4,2,458.93,"2,349.48",134.05,599.24,75479.18492,0,5.25%
3.742,17,May,2024,17/05/2024,5,2,458.93,"2,349.48",134.05,599.24,75525.63785,0,5.25%
3.736,20,May,2024,20/05/2024,1,2,458.93,"2,349.48",134.05,599.24,75403.85377,0,5.25%
3.733,21,May,2024,21/05/2024,2,2,458.93,"2,349.48",134.05,599.24,75575.90235,0,5.25%
3.743,22,May,2024,22/05/2024,3,2,458.93,"2,349.48",134.05,599.24,75410.50328,0,5.25%
3.746,23,May,2024,23/05/2024,4,2,458.93,"2,349.48",134.05,599.24,75381.60335,0,5.25%
3.739,24,May,2024,24/05/2024,5,2,458.93,"2,349.48",134.05,599.24,75029.45907,0,5.25%
3.748,27,May,2024,27/05/2024,1,2,458.93,"2,349.48",134.05,599.24,75048.03873,0,5.25%
3.75,28,May,2024,28/05/2024,2,2,458.93,"2,349.48",134.05,599.24,74853.69554,0,5.25%
3.762,29,May,2024,29/05/2024,3,2,458.93,"2,349.48",134.05,599.24,74929.06063,0,5.25%
3.753,30,May,2024,30/05/2024,4,2,458.93,"2,349.48",134.05,599.24,74941.35327,0,5.25%
3.741,31,May,2024,31/05/2024,5,2,458.93,"2,349.48",134.05,599.24,73920.00259,0,5.25%
3.736,3,Jun,2024,03/06/2024,1,2.29,437.34,"2,327.94",127.59,568.46,76987.73439,0,5.00%
3.74,4,Jun,2024,04/06/2024,2,2.29,437.34,"2,327.94",127.59,568.46,78268.70312,0,5.00%
3.747,5,Jun,2024,05/06/2024,3,2.29,437.34,"2,327.94",127.59,568.46,78563.54777,0,5.00%
3.756,6,Jun,2024,06/06/2024,4,2.29,437.34,"2,327.94",127.59,568.46,78292.73925,0,5.00%
